NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA19CA325,AccidentReport,6/9/19,Pingree,Idaho,United States,43.117221,-112.60778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Landing,
GAA19CA333,AccidentReport,6/9/19,Riverside,California,United States,33.988887,-117.410003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA335,AccidentReport,6/9/19,Moriarty,New Mexico,United States,34.982223,-106.013336,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA354,AccidentReport,6/9/19,La Ward,Texas,United States,28.730556,-96.453613,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA476,AccidentReport,6/9/19,Lebanon,Missouri,United States,37.74361,-92.513336,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19WA391,AccidentReport,6/9/19,Mulakot,,Iceland,63.712776,91.851943,3,2,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,,Loss of Control In-Flight,Approach,
WPR19FA163,AccidentReport,6/9/19,Antioch,California,United States,38.044166,-121.83889,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19FA161,AccidentReport,6/10/19,Butler,Missouri,United States,38.350276,-94.340278,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Emergency Descent,
CEN19LA168,AccidentReport,6/10/19,Jacksonville,Florida,United States,30.218889,-81.87722,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Firefighting,Abnormal Runway Contact,Landing,
ERA19FA191,AccidentReport,6/10/19,New York,New York,United States,40.761665,-73.981941,1,0,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Executive/Corporate,Unintended Flight Into IMC,Maneuvering,
GAA19CA336,AccidentReport,6/10/19,Ontario,Oregon,United States,44.019443,-117.013053,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA338,AccidentReport,6/10/19,Independence,Wisconsin,United States,44.36222,-91.391387,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Lift,Enroute,
GAA19CA345,AccidentReport,6/10/19,Northway,Alaska,United States,63.075832,-141.038894,,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,Loss of Control In-Flight,Landing,
WPR19LA166,AccidentReport,6/10/19,Romona,California,United States,33.029998,-116.910003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ANC19LA027,AccidentReport,6/11/19,Hope,Alaska,United States,60.811943,-150.00666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA163,AccidentReport,6/11/19,Switz City,Indiana,United States,39.064723,-87.053337,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA343,AccidentReport,6/11/19,Soldatna,Alaska,United States,60.320278,-150.597229,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Landing,
GAA19CA346,AccidentReport,6/11/19,Greenville,Texas,United States,33.067779,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Aerodrome,Taxi,
GAA19CA346,AccidentReport,6/11/19,Greenville,Texas,United States,33.067779,-96.065277,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Aerodrome,Taxi,
WPR19LA167,AccidentReport,6/11/19,Phoenix,Arizona,United States,33.683612,-112.126945,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ANC19LA024,AccidentReport,6/12/19,Nome Creek,Alaska,United States,65.337219,-146.726104,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Landing,
CEN19LA166,AccidentReport,6/12/19,Greenville,Texas,United States,33.069999,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Takeoff,
ERA19FA193,AccidentReport,6/12/19,Maitland,Florida,United States,28.620277,-81.349166,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
GAA19CA340,AccidentReport,6/12/19,Cambridge,Ohio,United States,39.974998,-81.577499,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA169,AccidentReport,6/12/19,Independence,Oregon,United States,44.867221,-123.198333,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
CEN19LA167,AccidentReport,6/13/19,Hawkins,Texas,United States,32.697776,-95.213607,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19LA173,AccidentReport,6/13/19,Quinlan,Texas,United States,32.952499,-96.095832,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Lift,Initial Climb,
CEN19LA176,AccidentReport,6/13/19,Hector,Minnesota,United States,44.731474,-94.712573,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Abnormal Runway Contact,Landing,
GAA19CA339,AccidentReport,6/13/19,San Benito,Texas,United States,26.148056,-97.589996,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Takeoff,
WPR19LA170,AccidentReport,6/13/19,Stanley,Idaho,United States,44.178333,-114.89167,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Turbulence Encounter,Enroute,
CEN19FA170,AccidentReport,6/14/19,Huntsville,Texas,United States,30.782499,-95.487503,1,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA172,AccidentReport,6/14/19,Hedgesville,West Virginia,United States,39.574722,-77.971389,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA351,AccidentReport,6/14/19,Culpepper,Virginia,United States,38.525554,-77.859725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA362,AccidentReport,6/14/19,Tampa,Florida,United States,28.221389,-82.374443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA19LA197,AccidentReport,6/15/19,Crisfield,Maryland,United States,38.013332,-75.818611,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Approach,
GAA19CA347,AccidentReport,6/15/19,San Antonio,Texas,United States,29.739166,-98.451385,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA349,AccidentReport,6/15/19,Beluga,Alaska,United States,55.920196,-159.489166,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA367,AccidentReport,6/15/19,Lebanon,Kentucky,United States,37.633609,-85.241943,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA172,AccidentReport,6/15/19,Porter Ranch,California,United States,34.316112,-118.573333,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
WPR19LA174,AccidentReport,6/15/19,Upland,California,United States,34.113334,-117.680557,,3,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA348,AccidentReport,6/16/19,Fairbanks,Alaska,United States,64.93,-148.839996,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR19FA173,AccidentReport,6/16/19,Copperopolis,California,United States,37.899444,-120.58638,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
CEN19LA174,AccidentReport,6/17/19,Key West,Florida,United States,24.551666,-81.764442,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Unknown,Unknown,
ERA19FA196,AccidentReport,6/17/19,Endicott,New York,United States,42.084445,-76.094444,1,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA19LA199,AccidentReport,6/17/19,Readington,New Jersey,United States,40.582778,-74.736663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA352,AccidentReport,6/17/19,Liberal,Kansas,United States,37.043056,-100.921112,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA361,AccidentReport,6/17/19,Ledgedale,Pennsylvania,United States,41.391109,-75.331665,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA364,AccidentReport,6/17/19,Hewitt Lake,Alaska,United States,61.929851,-151.729095,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA485,AccidentReport,6/17/19,Yuba,California,United States,39.097778,-121.569725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA175,AccidentReport,6/17/19,Two Harbors,California,United States,33.462776,-118.57472,1,,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
CEN19LA175,AccidentReport,6/18/19,Knoxville,Tennessee,United States,35.96389,-83.873611,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA19CA359,AccidentReport,6/18/19,Nephi,Utah,United States,39.747501,-111.871391,,,Minor,1,Substantial,Gyroplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Takeoff,
GAA19CA370,AccidentReport,6/19/19,Friday Creek,Alaska,United States,61.341388,-148.355834,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA177,AccidentReport,6/20/19,Elida,Ohio,United States,40.846389,-84.158332,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
GAA19CA363,AccidentReport,6/20/19,Elkader,Iowa,United States,42.847221,-91.382225,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Approach,
GAA19CA426,AccidentReport,6/20/19,Hollister,California,United States,36.893333,-121.410278,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
WPR19LA176,AccidentReport,6/20/19,Fullerton,California,United States,33.869998,-117.990837,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
ANC19FA026,AccidentReport,6/21/19,Seward,Alaska,United States,59.941665,-148.664443,3,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
CEN19LA179,AccidentReport,6/21/19,Cottrellville Township,Michigan,United States,42.717224,-82.611389,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19TA178,AccidentReport,6/21/19,La Ward,Texas,United States,28.878334,-96.430831,,,None,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
DCA19CA170,AccidentReport,6/21/19,Beeville,Texas,United States,28.363611,-97.664169,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Flight test,System/Component Failure - Non-power,Enroute,
ERA19LA202,AccidentReport,6/21/19,Jasper,Alabama,United States,33.901111,-87.304168,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA365,AccidentReport,6/21/19,Burley,Idaho,United States,42.542499,-113.771667,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA366,AccidentReport,6/21/19,Yerington,Nevada,United States,39.005554,-119.156669,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Standing,
GAA19CA369,AccidentReport,6/21/19,Imnaha,Oregon,United States,45.666389,-116.618331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA379,AccidentReport,6/21/19,Grotten,Connecticut,United States,41.597339,-72.755081,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19MA177,AccidentReport,6/21/19,Mokuleia,Hawaii,United States,21.580554,-158.18833,11,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Skydiving,Abrupt Maneuver,Takeoff,
CEN19LA204,AccidentReport,6/22/19,Bar Harbor,Maine,United States,44.380977,-68.209037,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,System/Component Failure - Powerplant,Enroute,
CEN19LA213,AccidentReport,6/22/19,Smithfield,Rhode Island,United States,41.913055,-71.485275,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19TA180,AccidentReport,6/22/19,Lancaster,South Carolina,United States,34.722778,-80.854721,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA368,AccidentReport,6/22/19,Tulsa,Oklahoma,United States,36.04111,-95.983055,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA415,AccidentReport,6/22/19,Panama City,Florida,United States,30.358333,-85.795555,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA178,AccidentReport,6/22/19,Sunriver,Oregon,United States,43.864444,-121.455001,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Emergency Descent,
CEN19LA184,AccidentReport,6/23/19,Vine Grove,Kentucky,United States,37.815834,-85.964721,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
GAA19CA413,AccidentReport,6/23/19,Clewiston,Florida,United States,26.735277,-81.051109,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
CEN19LA183,AccidentReport,6/24/19,Greeley,Colorado,United States,40.4375,-104.633331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ERA19LA206,AccidentReport,6/24/19,Gainesville,Florida,United States,29.694444,-82.277221,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Emergency Descent,
GAA19CA371,AccidentReport,6/24/19,Presidio,Texas,United States,29.471111,-103.936386,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA383,AccidentReport,6/25/19,Milton,Florida,United States,30.6375,-86.993614,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Runway Excursion,Landing,
CEN19TA196,AccidentReport,6/26/19,Gilliam,Louisiana,United States,32.840557,-93.834724,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
ERA19FA200,AccidentReport,6/26/19,Fletcher,North Carolina,United States,35.475276,-82.435836,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Initial Climb,
GAA19CA403,AccidentReport,6/26/19,Summersville,South Carolina,United States,33.062221,-80.28083,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Loss of Control In-Flight,Maneuvering,
GAA19CA427,AccidentReport,6/26/19,Caldwell,New Jersey,United States,40.875,-74.280555,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA19CA435,AccidentReport,6/26/19,State College,Pennsylvania,United States,40.849998,-77.847503,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FAMS1,AccidentReport,6/26/19,Pescadero,California,United States,37.113334,-122.408058,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Unknown,Unknown,Maneuvering,
CEN19LA188,AccidentReport,6/27/19,Janesville,Wisconsin,United States,42.644165,-88.960556,,1,Serious,1,Minor,Airplane,Part 91: General aviation,,,,Business,Turbulence Encounter,Enroute,
ERA19FA201,AccidentReport,6/27/19,Hope Mills,North Carolina,United States,34.955001,-78.917778,2,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
ERA19LA219,AccidentReport,6/27/19,Williamson,Georgia,United States,33.154724,-84.372222,0,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
GAA19CA374,AccidentReport,6/27/19,Monument Valley,Utah,United States,37.016666,-110.200553,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA377,AccidentReport,6/27/19,Pleasanton,Kansas,United States,38.202777,-94.737503,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
GAA19CA385,AccidentReport,6/27/19,Skwentna,Alaska,United States,62.072223,-151.729446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Takeoff,
GAA19CA395,AccidentReport,6/27/19,Gillette,Wyoming,United States,44.348888,-105.337501,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
